Job Title,Salary,Location,Company,Views,Candidates,Job URL,Job Description
Junior Legal Officer - Mercator by Citco,1330-1580 €/mon.,Kaunas,Citco Group of Companies,No data,No data,https://www.cvbankas.lt/junior-legal-officer-mercator-by-citco-kaune/1-7825001,"About Mercator® by Citco
Mercator® by Citco is the pioneer of Global Entity Portfolio Management services. Our centralized client service infrastructure means we are able to provide end-to-end support in over 170 jurisdictions worldwide.

The majority of our clients are multinational corporations with anywhere upwards from 50 legal entities. They include Fortune 1000, Global 2000 and industry leaders based globally, and covering major business sectors.

For more information about Mercator by Citco, please visit www.mercator.net
Your role:
Assisting senior lawyers in provision of corporate legal services to clients with worldwide presence
Preparing and reviewing corporate draft documents in accordance to legal requirements in various jurisdictions and within agreed deadlines;
Performing and monitoring statutory filings with local authorities;
Coordinating with business partners and colleagues worldwide to gather required information and legal documentation
Tracking and reporting progress of your corporate legal assignments
About You:
Degree in Law (or last year student)
Fluent in English (written and spoken)
Flexible, proactive and attentive to details team player with excellent communication skills
Salary
1330-1580 €/mon. gross
Our benefits

Your well-being is of paramount importance to us, and central to our success. We provide a range of benefits, training and education support, and flexible working arrangements to help you achieve success in your career while balancing personal needs. Ask us about specific benefits in your location.

We embrace diversity, prioritizing the hiring of people from diverse backgrounds. Our inclusive culture is a source of pride and strength, fostering innovation and mutual respect.

Citco welcomes and encourages applications from people with disabilities. Accommodations are available upon request for candidates taking part in all aspects of the selection."
Junior Legal Officer - Mercator by Citco,1330-1580 €/mon.,Vilnius,Citco Group of Companies,No data,No data,https://www.cvbankas.lt/junior-legal-officer-mercator-by-citco-vilniuje/1-7238927,"About Mercator® by Citco
Mercator® by Citco is the pioneer of Global Entity Portfolio Management services. Our centralized client service infrastructure means we are able to provide end-to-end support in over 170 jurisdictions worldwide.

The majority of our clients are multinational corporations with anywhere upwards from 50 legal entities. They include Fortune 1000, Global 2000 and industry leaders based globally, and covering major business sectors.

For more information about Mercator by Citco, please visit www.mercator.net
Your role:
Assisting senior lawyers in provision of corporate legal services to clients with worldwide presence
Preparing and reviewing corporate draft documents in accordance to legal requirements in various jurisdictions and within agreed deadlines
Performing and monitoring statutory filings with local authorities
Coordinating with business partners and colleagues worldwide to gather required information and legal documentation
Tracking and reporting progress of your corporate legal assignments
About You:
Degree in Law (or last year student)
Fluent in English (written and spoken)
Flexible, proactive and attentive to details team player with excellent communication skills
Salary
1330-1580 €/mon. gross
Your well being is of paramount importance to us, and central to our success. We provide a range of benefits, training and education support, and flexible working arrangements to help you achieve success in your career while balancing personal needs. Ask us about specific benefits in your location.

We embrace diversity, prioritizing the hiring of people from diverse backgrounds. Our inclusive culture is a source of pride and strength, fostering innovation and mutual respect.

Citco welcomes and encourages applications from people with disabilities. Accommodations are available upon request for candidates taking part in all aspects of the selection."
COMMERCIAL LAWYER OFFSHORE (F/M/D) | IGNITIS RENEWABLES,2560-3840 €/mon.,Vilnius,Ignitis grupė,No data,No data,https://www.cvbankas.lt/commercial-lawyer-offshore-f-m-d-ignitis-renewables-vilniuje/1-10286687,"Do You want to be part of „Ignitis renewables“?
We are looking for a colleague, who would join professional, active, courageous team of Ignitis Renewables. We value openness, partnership is our strength, and responsibility makes us a great team. If all this speaks to you, we would like to invite you to join us.

Your key areas of responsibilities will be

Drafting and review of a wide range of commercial agreements (including service agreements, supply agreements, NDA, LoI, MoU)
Legal counselling and assistance to business teams with KYC & other compliance matters
Assistance to the team on daily legal matters
Liaise with legal advisors, regulators, management and other stakeholders on commercial legal matters.
We expect that You:
Have a Master degree in law
Have 3 years of experience
Are excellent oral and written communication skills in both Lithuanian and English languages
Have strong interpersonal skills and focus on assisting internal client, i.e., business team
Have ability to multi-task, work in a team and independently, prioritize tasks.
As part of our team You:
Will have the freedom to make changes and an opportunity to join one of the largest international energy group of companies in the Baltic region
Will be able to contribute your knowledge and experience towards creating unique energy projects of national importance
Will have broad opportunities to develop and grow professionally, you will learn from the experts in your field
Will not only observe how innovations come to life, but you will also initiate changes yourself by contributing your knowledge and experience to the projects of national importance in the energy field
Will receive benefits package (health insurance/pension plan, possibility of remote work, flexible work time, etc.).

As we pursue our strategic goals to increase gender balance in Ignitis Group, we are indicating “f/m/d” next to job titles, meaning we welcome candidates of all genders – female, male or diverse.


Ignitis Group received an international Top Employer 2023 Lithuania certificate. The certificate is awarded to companies for excellent people practices as well as ensuring good conditions for work and growth.

Ignitis Group ensures equal opportunities. We welcome all applicants and do not discriminate against race, religion, gender, sexual orientation or gender identity, age, disability or other personal traits unrelated to work obligations.

Salary range for this position group is 2560 to 3840 EUR (before taxes). The final offer depends on experience and competence. Variable part of remuneration may be paid depending on results.
Salary
2560-3840 €/mon. gross"
HEAD OF LEGAL OFFSHORE (F/M/D) | IGNITIS RENEWABLES POLSKA,Salary information not available.,Vilnius,Ignitis grupė,No data,No data,https://www.cvbankas.lt/head-of-legal-offshore-f-m-d-ignitis-renewables-polska-vilniuje/1-10774394,"Do You want to be part of „Ignitis renewables Polska“?
We are looking for a colleague, who would join our team and take care of our legal function. We value openness, partnership is our strength, and responsibility makes us a great team. If all this speaks to you, we would like to invite you to join us.

Your key areas of responsibilities will be:

Providing comprehensive legal support for Offshore wind projects in the Baltic States and other markets, such as Poland
Oversight of both internal and external legal teams to ensure efficient operations
Spearheading negotiations for crucial agreements and contracts
Ensuring seamless business compliance and proactively managing legal risks
Facilitating effective communication and collaboration between regulatory bodies, management, and other stakeholders
Proactive counselling of senior decision makers, stakeholders and the main shareholder on good corporate governance and effective management of legal risks
Empowering the legal team to serve as trusted business advisors working closely with the business to develop innovative solutions.
We expect that You:
Have a Master’s degree in law
Have 5+ years’ experience in a similar legal field (offshore experience or knowledge would be an advantage)
Have experience of working in an international team
Have strong people management skills with the ability to motivate and lead international teams, achieve sustainable results and drive the change
Are proficient in contract drafting, particularly for high-value agreements, and skilled in negotiations
Are self-motivated and results oriented
Are proficient in English (written and spoken)
Are skilled at evaluating options and finding solutions
Have strong interpersonal skills and focus on assisting internal client, i.e., business team
Have ability to independently prioritize tasks.
As part of our team You:
Will become a part of a team with years of experience in one of the largest energy group of companies in the Baltic region
Will be able to contribute your knowledge and experience towards creating unique energy projects of national importance
Will have broad opportunities to develop and grow professionally, you will learn from the experts in your field
Will not only be able to observe how innovations come to life, but also initiate changes yourself by contributing your knowledge and experience towards creating an Energy Smart world
Will receive benefits package (possibility of remote work, flexible work time, etc.).

As we pursue our strategic goals to increase gender balance in Ignitis Group, we are indicating “f/m/d” next to job titles, meaning we welcome candidates of all genders – female, male or diverse.


Ignitis Group received an international Top Employer 2023 Lithuania certificate. The certificate is awarded to companies for excellent people practices as well as ensuring good conditions for work and growth.

Ignitis Group ensures equal opportunities. We welcome all applicants and do not discriminate against race, religion, gender, sexual orientation or gender identity, age, disability or other personal traits unrelated to work obligations."
Junior Legal Counsel,1820-2630 €/mon.,Vilnius,Oxylabs,No data,No data,https://www.cvbankas.lt/junior-legal-counsel-vilniuje/1-11044681,"We are a market-leading web intelligence collection platform, providing premium proxies and data scraping solutions for large-scale public web data gathering. Today, we unite over 450 data industry professionals for one purpose: to create a future where all businesses have access to big data and business intelligence, and a work environment where everyone can grow and thrive.

A word from the team:

Being a lawyer at Oxylabs is as creative and intellectually fulfilling as it gets—it's never boring. At Oxylabs, we thrive on innovation and foster a culture that encourages fresh ideas and creative solutions. As part of our legal team, you will play a pivotal role in navigating legal complexities in the rapidly evolving tech landscape.
Your day-to-day:
Together with our team of lawyers, work on various legal projects, support product teams and other company teams (finance, HR) in daily company’s activities.
Draft and review legal agreements, corporate documentation.
Constantly review and improve company’s legal processes.
Assist and support colleagues with legal research, consultations, analysis of law and court practice—on both local and global level.
Manage all contracts and legal documents.
Keep up with the latest legal news on corporate and labor law.
Your skills & experience:
Degree in Law (final year of a Master's Degree /recent graduate).
At least a year of practice at a law firm or inhouse lawyer would be a plus.
Passion for IT environment and technology.
Attention to detail - we’re looking for an eagle eye here.
Fluency in spoken and written English.
Curiosity, sense of ownership and eagerness to grow.
Salary:
Gross salary: 1820 - 2630 EUR/month. Keep in mind that we are open to discuss a different salary based on your skills and competencies.
The rest is on us:
Growth: Turn your experience into a personal career journey through internal and external training, a books library, training platforms, online courses and mentorship;
Travel: Get a taste of the world by attending conferences and business trips from Silicon Valley to the Middle East;
Comfort: Hybrid work, offices based in the heart of Vilnius & Kaunas, and the ability to travel the world while working;
Well-being: Private health insurance, on-site gyms, personal coaches, and other mental and physical well-being benefits help you stay fresh and steady;
Celebrations: Extra vacation days & gifts for special occasions and the years spent with us;
Team building: Regular internal events, quarterly team buildings, workshops, team retreats & workation trips;
Office perks: Fully stocked kitchens, PS5, Foosball, ping-pong, Friday bun tradition, Mixtape Fridays & more;
Tech: Bringing you the latest in technology, software, and gadgets to make your workday as smooth as possible;
Bonus: Referral bonuses, discount offers and more. Much more;
Salary
1820-2630 €/mon. gross"
ŽALŲ ADMINISTRAVIMO SPECIALISTAS (-Ė) (TERMINUOTA DARBO SUTARTIS),900-1100 €/mėn.,Kaunas,Hegelmann Group,881,23,https://www.cvbankas.lt/zalu-administravimo-specialistas-e-terminuota-darbo-sutartis-kaune/1-11044267,"UADBB “HBrokers” kviečia prisijungti prie komandos Žalų administravimo specialistą (-ę)!
Darbo pobūdis:
CMR žalų, draudiminių įvykių administravimas, dokumentų surinkimas, vertinimas, atsakymų rengimas;
Bendravimas su klientais, draudimo partneriais bei ekspertais;
Kolegų konsultavimas teikiant rekomendacijas krovinių arba transporto žalos klausimais;
Žalų proceso valdymo optimizavimas, tiesioginio vadovo pavestų užduočių atlikimas.
Reikalavimai:
Aukštasis išsilavinimas teisės srityje - privalumas;
CMR konvencijos išmanymas, panašaus darbo patirtis – privalumas;
Dokumentų rengimo įgūdžiai, raštvedybos taisyklių žinios;
Geros anglų kalbos žinios (žodžiu ir raštu). Rusų kalbos mokėjimas – privalumas;
Kompiuterinis raštingumas;
Atidumas, atsakingumas, greita reakcija, loginis mąstymas, gebėjimas sisteminti duomenis.
Siūlome:
Partnerių teikiamas nuolaidas grožio, sveikatingumo ir pramogų sferose;
Galimybę nemokamai stebėti ""Žalgirio"" komandos rungtynes;
Žinias, karjeros galimybes, ambicingą kolektyvą;
Šiuolaikišką darbo aplinką.


Darbo vieta: Pirklių g. 5, Žemaitkiemis, Domeikavos sen.

Terminuota darbo sutartis iki 2024-12-31.

SUSISIEKSIME TIK SU ATRINKTAIS KANDIDATAIS


Kandidatuodamas į šią poziciją, kandidatas sutinka, jog jo (jos) asmeniniai duomenys bus administruojami Bendrojo Duomenų Apsaugos Reglamento numatyta tvarka ir saugomi HT personalo skyriaus darbuotojų. Asmeniniai duomenys nebus perduodami trečiosioms šalims be kandidato sutikimo.
Atlyginimas
900-1100 €/mėn. į rankas
Konkretus darbo užmokestis siūlomas atsižvelgiant į darbo patirtį ir kompetenciją."
Area Development Manager,3030-4550 €/mon.,Vilnius,Girteka įmonių grupė,No data,No data,https://www.cvbankas.lt/area-development-manager-vilniuje/1-11043719,"Job description
About us:

At TNDM Trucking, we believe in the transformative power of logistics. Offering a unique proposition of dedicated fleet service while maintaining independence as a fleet owner and backed by the Girteka Group, we are poised to deliver customized transportation services across Europe. We're seeking a dedicated individual to join us on this exciting journey. If you're passionate about playing a central role in strategy implementation and contributing to the direct value creation for our team, we want to hear from you.


Your Responsibilities

Actively search for new prospective business customers via cold-calling and create strong, collaborative partnerships with existing customers.
Present company services to potential partners, prepare and negotiate the details of commercial offers.
Design tailor-made proposals and initiate new projects with exciting customers.
Analyze market tendencies and customer needs to identify opportunities for future business development.
Work collaboratively with Operational staff to solve problems and ensure customer satisfaction.


Our expectations

Being open and loving interacting with people, able to express yourself, being attentive to customers needs.
2 years of proven experience in business development, customer success, or account management field.
Excellent communication, negotiation, analytical and problem-solving skills.
Having skills to work independently, make good decisions fast, and take on the responsibility.
Being fluent in English (both oral and written) - other languages are a plus


We Offer

Career opportunities: 77% of our management has grown along with the company and as many as 30% of our colleagues progress up the career ladder every year.
Learning and development: participating in internal and external training, seminars, working sessions, mentoring, and management programs.
Health and well-being: Health insurance with the possibility of choosing the most relevant program. 50% compensation for both breakfast and lunch, free fruits and cakes. Opportunity to play sports and use our partners‘ discounts.
Flexibility: our company offers the opportunity to work for 30 days from any EU or Schengen country. We have set up a special fund for those who want to volunteer, and we provide off days to give you time to volunteer.
Collaborative culture: We believe in the power of teamwork and people connection because we can only create value by achieving results together and supporting career advancement, therefore we have an office-first approach with occasional possibilities to work from home.
Rewards and recognition: Rewards on work anniversary occasions, days off during your birthday, and holiday gifts are included. Team-building events, various initiatives, and like-minded clubs.
Salary
3030-4550 €/mon. gross"
PINIGŲ PLOVIMO PREVENCIJOS ATITIKTIES PAREIGŪNAS (-Ė) (hibridinio darbo modelis),2200-2500 €/mėn.,Vilnius,Jungtinė centrinė kredito unija,1042,>50,https://www.cvbankas.lt/pinigu-plovimo-prevencijos-atitikties-pareigunas-e-hibridinio-darbo-modelis-vilniuje/1-9527452,"Susipažinkime, mes esame KREDA - 14 kredito unijų grupė, kurią vienija bendri tikslai, projektai bei vertybės. Didžiausia motyvacija bei įkvėpimo šaltinis mums yra žmonės, kuriuos sutinkame kasdien.

Šiandien čia tikimės sutikti ir prie mūsų komandos pakviesti prisijungti PINIGŲ PLOVIMO PREVENCIJOS ATITIKTIES PAREIGŪNĄ (-Ę), kuris (-i), kaip ir mes vertina atsakingumą, kasdien siekia užsibrėžtų tikslų, bei norėtų dirbti skaidrioje, bendruomeniškoje ir tvarioje organizacijoje:
Tavo pagrindinės užduotys bus:
Atlikti KREDA grupės klientų piniginių operacijų stebėseną (realaus laiko ir retrospektyviąją), vykdyti vidinius tyrimus susijusius su finansinėmis sankcijomis, pinigų plovimu ir teroristų finansavimo prevencija.
Atlikti dokumentų analizę.
Vertinti rizikas susijusias su finansinėmis sankcijomis, pinigų plovimu ir teroristų finansavimu.
KREDA grupės narių konsultavimas finansinių sankcijų, pinigų plovimo ir teroristų finansavimo prevencijos klausimais.
Tau prireiks:
Darbo patirties ir žinių. Tikimės, kad Tu turi ne mažiau nei 1 metų sėkmingos darbo patirties finansinių sankcijų arba pinigų plovimo ir teroristų finansavimo prevencijos srityje.
Išsilavinimo. Mums svarbu, jog būtum baigęs (-usi) aukštąjį mokslą (teisės, ekonomikos arba finansų srityse).
Asmeninių savybių ir kitų kompetencijų . Analitikos kritiškai vertinant bei analizuojant dokumentus; Gebėjimo teikti išvadas ir pasiūlymus; Lietuvos Respublikos pinigų plovimo ir teroristų finansavimo prevencijos įstatymų ir kitų susijusių teisės aktų išmanymo.
Patirtis finansinių sankcijų srityje – tai būtų Tavo privalumas.
Mes Tau siūlome:
Pasirinkimo laisvę. Tu pats rinksiesi darbo pradžios ir pabaigos laiką, darbo vietą - iš namų ar iš ofiso, šalį iš kurios norėtum dirbti darbostogų metu.
Komandą. Sakysite, kad komandas turi visi. Sutinkame! Tačiau tokios atviros, profesionalios, draugiškos, jaukios, ambicingos, motyvuotos, vieningos ir saldumynus mėgstančios daugiau niekur nerasite.
Rūpestį sveikata. Sveiki ir laimingi mūsų žmonės yra kasdieninė mūsų siekiamybė, todėl sveikatos draudimas jiems – būtinas.
Asmeninį tobulėjimą. Kasdien augame mokydamiesi vieni iš kitų, patys kuriame savo organizaciją, švenčiame pergales, o pralaimėjimus vertiname kaip vertingas pamokas.
Atlyginimas
2200-2500 €/mėn. neatskaičius mokesčių
Motyvuojantys priedai už pasiektus rezutatus.
Konkretus atlygis priklausys nuo Tavo darbo patirties, kompetencijos."
TEISININKAS (-Ė),1600-1800 €/mėn.,Vilnius,Talent Lab,908,19,https://www.cvbankas.lt/teisininkas-e-vilniuje/1-11037485,"Pagrindinės atsakomybės ir užduotys:
Vidinių įmonės dokumentų, sutarčių rengimas, derinimas, peržiūra, administravimas bei atitikties galiojantiems teisės aktams užtikrinimas.
Teisinių rizikų valdymas ir įmonės veiklos atitikties teisiniam reglamentavimui užtikrinimas.
Teisės aktų pakeitimų stebėsena ir dokumentacijos atnaujinimas, atsižvelgiant į pokyčius.
Įmonės interesų atstovavimas įvairiose institucijose bei reikalingų raštų rengimas valstybinėms institucijoms.
Sudėtingų atvejų analizės atlikimas, tyrimas bei vertinimas.
Įmonės darbuotojų bei vadovų konsultavimas teisiniais klausimais.
Dalyvavimas projektuose kuriant ir įgyvendinant bendrus įmonės veiklos tikslus.
Reikalavimai pozicijai:
Aukštasis universitetinis išsilavinimas teisės srityje.
Ne mažesnė nei 3 metų teisinio darbo patirtis.
Puikios lietuvių ir geros anglų kalbos žinios raštu ir žodžiu.
Darbo patirtis asmens duomenų apsaugos ir pinigų plovimo prevencijos srityse (privalumas).
Sklandus minčių reiškimas žodžiu ir raštu, loginis bei analitinis mąstymas.
Gebėjimas argumentuoti, identifikuoti problemas, teikti pasiūlymus ir priimti sprendimus.
Įmonė siūlo:
Įdomų, atsakingą ir dinamišką darbą.
Asmeninio ir profesinio tobulėjimo galimybes.
Draugišką ir profesionalią komandą, kuri laukia Jūsų prisijungiant!
Atlyginimas
1600-1800 €/mėn. į rankas"
VYRESNIOJI (-YSIS) TEISININKĖ (-AS) (KORPORATYVINĖ TEISĖ),3124-4686 €/mėn.,Vilnius,Ignitis grupė,607,No data,https://www.cvbankas.lt/vyresnioji-ysis-teisininke-as-korporatyvine-teise-vilniuje/1-10011085,"Ar norite tapti įmonės „Ignitis grupės paslaugų centras“ dalimi?
Ieškome kolegės (-os), kuri (-is) prisijungtų prie Korporatyvinės teisės komandos. Ši pozicija – tai unikali galimybė dirbti su aukščiausio lygio vadovais, užimti vieno iš AB „Ignitis grupė"" kolegialaus organo teisininkės (-o) – partnerės (-io) rolę.

Vertiname atvirumą, partnerystė yra mūsų stiprybės ženklas, o atsakomybė padeda būti nepralenkiama komanda. Jei visa tai Jums artima - kviečiame jungtis prie mūsų.

Jūsų pagrindinės atsakomybės bus:

Konsultuoti Ignitis grupės verslo komandas korporatyvinės ir įmonių teisės klausimais, padėti jiems rengti medžiagą kolegialių organų posėdžiams;
Dalyvauti kolegialių organų posėdžiuose, konsultuoti netipiniais klausimais;
Palaikyti gerąją korporatyvinio valdymo praktiką, užtikrinti jos laikymąsi Ignitis grupėje;
Konsultuoti grupės įmonių sekretorius korporatyvinės teisės klausimais.
Tikimės, kad Jūs:
Turite aukštąjį universitetinį teisinį išsilavinimą;
Turite ne mažesnę nei 3 metų teisinio darbo patirtį;
Gerai mokate anglų ir lietuvių kalbą (žodžiu ir raštu);
Teisinio darbo patirtis korporatyvinės ar įmonių teisės srityje būtų privalumas.
Prisijungti prie mūsų verta, nes:
Turėsite laisvę imtis pokyčių ir galimybę prisidėti prie tarptautinės, vienos didžiausių energetikos įmonių grupių Baltijos šalyse veiklos;
Kartu su profesionalia komanda imsitės unikalių, tik šiam sektoriui būdingų, iššūkių;
Ne tik matysite, kaip gimsta inovacijos, bet ir imsitės pokyčių, taip savo žiniomis ir patirtimi prisidėdami prie valstybei svarbių energetikos projektų;
Turėsite papildomų naudų paketą (sveikatos draudimą/pensijos kaupimą, nuotolinį darbą, lankstų grafiką ir kt.).

Siekdami strateginių tikslų padidinti lyčių balansą „Ignitis grupėje“, pareigų pavadinimus darbo skelbimuose nurodome pirmiausia moteriškos giminės galūne.


„Ignitis grupė“ įvertinta tarptautiniu sertifikatu „Top Employer 2023 Lietuva“, kuris yra skiriamas įmonėms už taikomus aukščiausius standartus žmogiškųjų išteklių valdymo srityje, užtikrinant geras darbo ir tobulėjimo sąlygas.

„Ignitis grupė“ yra lygias galimybes užtikrinanti darbovietė, kurioje laukiami visi kandidatai, nediskriminuojant jų dėl rasės, religijos, lyties, seksualinės orientacijos ar lyties tapatybės, amžiaus, negalios ar dėl kitų su darbo vykdymu tiesiogiai nesusijusių požymių.

Pareigybių grupės pastovios atlyginimo dalies intervalas yra nuo 3124 iki 4686 EUR (neatskaičius mokesčių). Konkretus darbo užmokestis siūlomas atsižvelgiant į darbo patirtį ir kompetenciją. Prie darbo užmokesčio gali būti mokama kintamoji atlygio dalis.
Atlyginimas
3124-4686 €/mėn. neatskaičius mokesčių"
VEIKLOS PROCESŲ ANALITIKAS (-Ė) (El. parašo sertifikatų skyriuje),1918-2878 €/mėn.,Vilnius,"Registrų Centras, VĮ",567,7,https://www.cvbankas.lt/veiklos-procesu-analitikas-e-el-paraso-sertifikatu-skyriuje-vilniuje/1-11025851,"Ieškome kolegos, kuris:
užtikrintų patikimumo paslaugų veiklos procesų kūrimą ir keitimą;
analizuotų ir vertintų patikimumo užtikrinimo paslaugų vystymo poreikius;
analizuotų teisės aktus bei reikiamų patikimumo užtikrinimo paslaugų veiklos procesus bei inicijuotų informacinių sistemų pokyčius;
prižiūrėtų nustatytų patikimumo užtikrinimo paslaugų veiklos procesų vykdymą;
organizuotų patikimumo užtikrinimo paslaugų atitikties į LR bei ES teisės aktų reikalavimams vertinimus;
teiktų ataskaitas apie įmonės patikimumo užtikrinimo paslaugas LR institucijoms, atsakingoms už patikimumo paslaugų priežiūrą;
nagrinėtų ir derintų teisės aktų projektų reglamentuojančių patikimo užtikrinimo paslaugų veiklą.
Šioje pozicijoje mums svarbu:
aukštasis universitetinis arba jam prilygintas išsilavinimas;
ne mažesnė kaip 2 metų darbo su informacinėmis sistemomis patirtis;
veiklos procesų, informacinių sistemų valdymo, reikalavimų surinkimo ir valdymo metodų principų išmanymas;
gebėjimas sklandžiai ir taisyklingai dėstyti mintis lietuvių kalba raštu ir žodžiu;
anglų kalbos mokėjimas ne žemesniu nei B2 lygiu;
gebėjimas dirbti Microsoft Office programų paketu bei informacinių sistemų, būtinų tinkamai vykdyti šiai pareigybei priskirtas funkcijas, išmanymas.
Tavo privalumai:
esi atsakingas, profesionalus, bendradarbiaujantis, iniciatyvus, strategiškai mąstantis ir orientuotas į rezultatus;
išmanai Lietuvos Respublikos ir Europos Sąjungos teisės aktus, būtinus tinkamai vykdyti šiai pareigybei priskirtas funkcijas.
Džiaugiamės galėdami pasiūlyti:
Darbo ir laisvalaikio balansas
Papildomos apmokamos atostogos
Kiti privalumai
Reguliarūs mokymai
galimybes prisidėti prie įmonės veiklos gerinimo kuriant bei diegiant naujoves strateginę reikšmę Lietuvai turinčioje įmonėje;
iššūkius, tobulėjimą ir profesinį augimą;
bendradarbiavimą, atsakomybę ir profesionalumą;
darbo užmokestį nuo 1 918 Eur su mokesčiais (1 918 – 2 878 Eur su mokesčiais). Tikslus darbo užmokesčio dydis priklausys nuo Jūsų turimos kompetencijos ir profesinės patirties. Darbo užmokestis – tik dalis atlygio. Papildomai uždirbsite kintamąją metinio atlygio dalį, priklausančią nuo Jūsų ir įmonės veiklos rezultatų. Taip pat mūsų darbuotojams teikiamos papildomos naudos: hibridinis darbo modelis, mokymai, papildomos atostogų dienos, sveikatos draudimas ir kt.

Informuojame, kad kandidatuodami Jūs pateikiate valstybės įmonei Registrų centrui savo asmens duomenis. Susipažinti, kaip tvarkome asmens duomenis galite įmonės Asmens duomenų tvarkymo taisyklėse.

Kontaktai pasiteiravimui: tel. +370 667 14876
Atlyginimas
1918-2878 €/mėn. neatskaičius mokesčių"
Head of Financing Transactions Unit in Legal Department,4700-7100 €/mon.,Vilnius,SEB,No data,No data,https://www.cvbankas.lt/head-of-financing-transactions-unit-in-legal-department-vilniuje/1-11025831,"SEB is a leading international financial services group with incredible customer bases among both private and corporate customers. We are very successful and consistently recognised for our expertise and customer-centric approach, which we achieve by listening to our customers, committing to quality and trust, and encouraging an entrepreneurial mindset in everything we do.

We are currently seeking for a highly skilled and experienced individual to join our Legal Department as the Head of Financing Transactions Unit.

As the Head of Financing Transactions Unit, you will play a pivotal role in providing legal expertise and guidance in the customers financing area. This is a challenging and rewarding opportunity to lead a team of law professionals, engage in large and complex financing transactions that require strategic legal insights and innovation, and to contribute to financing product development.
Financing transaction unit‘s tasks are:
Collaboration with cross-functional teams to provide legal insights on the development of financing and trade financing products dedicated both to business clients and to consumers.
Drafting and reviewing standard agreements and other documentation, related to financing and trade financing transactions.
Assessment of legal risks relevant to decisions to initiate business relationship or to finance the client.
Participating in negotiation with large clients and advise to internal stakeholders addressing unique client needs and complex legal scenarios.
Review of non-standard documentation for financing and trade financing services.
Advise internal stakeholders on SME and retail clients’ requests related to daily banking and financing products.
Collaboration with other legal teams in SEB group.
Staying ahead of changes in the legal environment related to financing and trade financing products.
Participating in implementation of new legal requirements within the bank.
Your responsibilities will include:
Leading the Financing Transactions Unit team fostering a collaborative and high-performance work environment.
Overseeing tasks performed by Financing Transaction Unit, ensuring timely and professional legal support;
Participating in complex financing transactions;
Establishing and nurturing strong relationships with internal stakeholders, ensuring effective communication and alignment of goals.
Active communication with legal teams in Latvia and Estonia on common projects.
Representing the bank with the external stakeholders, such as regulatory authorities and Lithuanian Banking Association.
We are looking for:
Master or equivalent degree in Law.
Minimum of 5 years of hands-on legal work experience in finance area
Proven leadership experience.
Excellent stakeholder management, and an ability to interact successfully within all levels of the organization.
In-depth knowledge of regulatory framework and legal requirements related to financing and trade financing products.
Strong analytical and problem-solving skills with a keen attention to detail.
Fluency in both Lithuanian and English languages, with excellent proficiency in oral and written communication.
What we offer:
Leadership role within a highly professional team
A diverse, inclusive and equal environment
A caring, supportive and respectful culture
Top-class client network and projects
Extensive training and learning opportunities
Work-life balance
Attractive compensation and benefits package
Hybrid way of working
Learn more about working at SEB www.seb.lt/en/career

We are looking forward to your application by January 22, 2024.

Monthly salary range for this position: 4700-7100 EUR (before tax deduction).

The final offer will depend on the experience and competencies of the selected candidate. Overall remuneration package consists of the salary together with other benefits.
Salary
4700-7100 €/mon. gross"
